SID:010,5,AZ17A1,RW17,AZ016,HA,E,A,E C , ,   ,CF, ,BDR,HA,D, ,      ,0192,0315,1680,0250,+,11200,     ,13500, ,   ,    ,   , , , , , , , , ;
SID:020,5,AZ17A1,RW17,AZ017,HA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AZ18A1,RW17,AZ016,HA,E,A,E C , ,   ,CF, ,BDR,HA,D, ,      ,0192,0315,1680,0250,+,11200,     ,13500, ,   ,    ,   , , , , , , , , ;
SID:020,5,AZ18A1,RW17,AZ018,HA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AZ18A2,RW17,AZ015,HA,E,A,EYC , ,   ,CF, ,BDR,HA,D, ,      ,0093,0449,1680,0100,+,08100,     ,13500, ,   ,    ,   , , , , , , , , ;
SID:015,5,AZ18A2,RW17, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AZ18A2,RW17,AZZ,HA,D,B,E   , ,   ,CF, ,BDR,HA,D, ,      ,0056,0537,0450,0050,+,10500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AZ18A2,RW17,AZ018,HA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AZ19A1,RW17,AZ016,HA,E,A,E C , ,   ,CF, ,BDR,HA,D, ,      ,0192,0315,1680,0250,+,11200,     ,13500, ,   ,    ,   , , , , , , , , ;
SID:020,5,AZ19A1,RW17,AZ019,HA,E,A,EE  ,L,   ,TF,Y, , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AZ19A2,RW17,AZ015,HA,E,A,EYC , ,   ,CF, ,BDR,HA,D, ,      ,0093,0449,1680,0100,+,08100,     ,13500, ,   ,    ,   , , , , , , , , ;
SID:015,5,AZ19A2,RW17, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AZ19A2,RW17,AZZ,HA,D,B,E   , ,   ,CF, ,BDR,HA,D, ,      ,0056,0537,0450,0050,+,10500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AZ19A2,RW17,AZ019,HA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AZ20A1,RW17,AZ016,HA,E,A,E C , ,   ,CF, ,BDR,HA,D, ,      ,0192,0315,1680,0250,+,11200,     ,13500, ,   ,    ,   , , , , , , , , ;
SID:020,5,AZ20A1,RW17,AZ020,HA,E,A,EE  ,L,   ,TF,Y, , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AZ20A2,RW17,AZ015,HA,E,A,EYC , ,   ,CF, ,BDR,HA,D, ,      ,0093,0449,1680,0100,+,08100,     ,13500, ,   ,    ,   , , , , , , , , ;
SID:015,5,AZ20A2,RW17, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AZ20A2,RW17,AZZ,HA,D,B,E   , ,   ,CF, ,BDR,HA,D, ,      ,0056,0537,0450,0050,+,10500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AZ20A2,RW17,AZ020,HA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GN10A1,RW35,GN010,HA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,GN10A1,RW35,GN001,HA,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GN10A2,RW35,GN010,HA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,GN10A2,RW35,GN003,HA,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GN11A1,RW35,GN011,HA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,GN11A1,RW35,GN001,HA,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GN11A2,RW35,GN011,HA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,GN11A2,RW35,GN002,HA,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GN12A1,RW35,GN012,HA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,GN12A1,RW35,GN002,HA,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GN12A2,RW35,GN012,HA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,GN12A2,RW35,GN001,HA,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GN13A1,RW35,GN013,HA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,GN13A1,RW35,GN002,HA,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GN13A2,RW35,GN013,HA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,GN13A2,RW35,GN001,HA,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GN14A1,RW35,GN014,HA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
