APPCH:010,A,R13,GOTPY,GOTPY,K3,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1350,0050,+,04600,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R13, ,GOTPY,K3,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R13, ,YOZKY,K3,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1350,0051,+,03200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R13, ,ZOPTI,K3,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,1350,0031,+,02200,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:030,R,R13, ,RW13,K3,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1350,0028, ,01317,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R13, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1350,    ,+,01711,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R13, ,GAHSU,K3,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R13, ,GAHSU,K3,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,3150,0050, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R31,GAHSU,GAHSU,K3,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,3150,0050,+,03500,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R31, ,GAHSU,K3,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R31, ,YIRPU,K3,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3150,0050,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R31, ,RW31,K3,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,    ,0052, ,01351,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R31, ,GOTPY,K3,P,C,EYM , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R31, ,GOTPY,K3,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1350,0050, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW13 ,     ,      ,01277, ,    , ,   ;N36583205,W092411017,0000;
RWY:RW31 ,     ,      ,01311, ,    , ,   ;N36580562,W092403983,0000;
